V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Provision_codelist,Provision,Size of Company_codelist,Size of Company
6.0,,16.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined contribution,,100 to 499 employees
4.0,,19.0,Year,2016,K02000001,,,Less than £100,,Male,,Group personal pension,,100 to 499 employees
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,31.0,Year,2016,K02000001,,,Less than £100,,Male,,Group stakeholder pension,,100 to 499 employees
,x,72.0,Year,2016,K02000001,,,Less than £100,,Male,,Unknown pension provision,,100 to 499 employees
57.0,,5.0,Year,2016,K02000001,,,Less than £100,,Male,,No pension provision,,100 to 499 employees
7.0,,15.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined benefit,,100 to 499 employees
12.0,,11.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined contribution,,100 to 499 employees
8.0,,13.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group personal pension,,100 to 499 employees
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,34.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group stakeholder pension,,100 to 499 employees
,x,59.0,Year,2016,K02000001,,,£100 - £200,,Male,,Unknown pension provision,,100 to 499 employees
51.0,,5.4,Year,2016,K02000001,,,£100 - £200,,Male,,No pension provision,,100 to 499 employees
14.0,,11.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined benefit,,100 to 499 employees
38.0,,6.1,Year,2016,K02000001,,,£200 - £300,,Male,,Defined contribution,,100 to 499 employees
27.0,,7.6,Year,2016,K02000001,,,£200 - £300,,Male,,Group personal pension,,100 to 499 employees
,x,41.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group self-invested personal pension,,100 to 499 employees
8.0,,14.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group stakeholder pension,,100 to 499 employees
,x,21.0,Year,2016,K02000001,,,£200 - £300,,Male,,Unknown pension provision,,100 to 499 employees
61.0,,5.0,Year,2016,K02000001,,,£200 - £300,,Male,,No pension provision,,100 to 499 employees
32.0,,6.9,Year,2016,K02000001,,,£300 - £400,,Male,,Defined benefit,,100 to 499 employees
85.0,,4.2,Year,2016,K02000001,,,£300 - £400,,Male,,Defined contribution,,100 to 499 employees
94.0,,4.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group personal pension,,100 to 499 employees
,x,26.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group self-invested personal pension,,100 to 499 employees
22.0,,8.2,Year,2016,K02000001,,,£300 - £400,,Male,,Group stakeholder pension,,100 to 499 employees
8.0,,14.0,Year,2016,K02000001,,,£300 - £400,,Male,,Unknown pension provision,,100 to 499 employees
85.0,,4.3,Year,2016,K02000001,,,£300 - £400,,Male,,No pension provision,,100 to 499 employees
44.0,,6.5,Year,2016,K02000001,,,£400 - £500,,Male,,Defined benefit,,100 to 499 employees
76.0,,4.6,Year,2016,K02000001,,,£400 - £500,,Male,,Defined contribution,,100 to 499 employees
109.0,,3.9,Year,2016,K02000001,,,£400 - £500,,Male,,Group personal pension,,100 to 499 employees
5.0,,19.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group self-invested personal pension,,100 to 499 employees
29.0,,7.6,Year,2016,K02000001,,,£400 - £500,,Male,,Group stakeholder pension,,100 to 499 employees
10.0,,13.0,Year,2016,K02000001,,,£400 - £500,,Male,,Unknown pension provision,,100 to 499 employees
62.0,,5.3,Year,2016,K02000001,,,£400 - £500,,Male,,No pension provision,,100 to 499 employees
38.0,,7.1,Year,2016,K02000001,,,£500 - £600,,Male,,Defined benefit,,100 to 499 employees
65.0,,5.2,Year,2016,K02000001,,,£500 - £600,,Male,,Defined contribution,,100 to 499 employees
91.0,,4.4,Year,2016,K02000001,,,£500 - £600,,Male,,Group personal pension,,100 to 499 employees
5.0,,20.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group self-invested personal pension,,100 to 499 employees
26.0,,8.1,Year,2016,K02000001,,,£500 - £600,,Male,,Group stakeholder pension,,100 to 499 employees
8.0,,15.0,Year,2016,K02000001,,,£500 - £600,,Male,,Unknown pension provision,,100 to 499 employees
39.0,,6.7,Year,2016,K02000001,,,£500 - £600,,Male,,No pension provision,,100 to 499 employees
182.0,,3.3,Year,2016,K02000001,,,£600 and over,,Male,,Defined benefit,,100 to 499 employees
182.0,,3.2,Year,2016,K02000001,,,£600 and over,,Male,,Defined contribution,,100 to 499 employees
350.0,,2.3,Year,2016,K02000001,,,£600 and over,,Male,,Group personal pension,,100 to 499 employees
19.0,,10.0,Year,2016,K02000001,,,£600 and over,,Male,,Group self-invested personal pension,,100 to 499 employees
86.0,,4.7,Year,2016,K02000001,,,£600 and over,,Male,,Group stakeholder pension,,100 to 499 employees
17.0,,11.0,Year,2016,K02000001,,,£600 and over,,Male,,Unknown pension provision,,100 to 499 employees
95.0,,4.5,Year,2016,K02000001,,,£600 and over,,Male,,No pension provision,,100 to 499 employees
196.0,,3.0,Year,2016,K02000001,,,500 to 999 employees,,Male,,Defined benefit,,500 to 999 employees
217.0,,2.8,Year,2016,K02000001,,,500 to 999 employees,,Male,,Defined contribution,,500 to 999 employees
246.0,,2.7,Year,2016,K02000001,,,500 to 999 employees,,Male,,Group personal pension,,500 to 999 employees
11.0,,13.0,Year,2016,K02000001,,,500 to 999 employees,,Male,,Group self-invested personal pension,,500 to 999 employees
65.0,,5.2,Year,2016,K02000001,,,500 to 999 employees,,Male,,Group stakeholder pension,,500 to 999 employees
17.0,,9.9,Year,2016,K02000001,,,500 to 999 employees,,Male,,Unknown pension provision,,500 to 999 employees
170.0,,3.1,Year,2016,K02000001,,,500 to 999 employees,,Male,,No pension provision,,500 to 999 employees
,x,26.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined benefit,,500 to 999 employees
,x,22.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined contribution,,500 to 999 employees
,x,25.0,Year,2016,K02000001,,,Less than £100,,Male,,Group personal pension,,500 to 999 employees
,x,58.0,Year,2016,K02000001,,,Less than £100,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,59.0,Year,2016,K02000001,,,Less than £100,,Male,,Group stakeholder pension,,500 to 999 employees
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Unknown pension provision,,500 to 999 employees
25.0,,7.7,Year,2016,K02000001,,,Less than £100,,Male,,No pension provision,,500 to 999 employees
5.0,,18.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined benefit,,500 to 999 employees
6.0,,16.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined contribution,,500 to 999 employees
,x,21.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group personal pension,,500 to 999 employees
,x,51.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,40.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group stakeholder pension,,500 to 999 employees
,x,72.0,Year,2016,K02000001,,,£100 - £200,,Male,,Unknown pension provision,,500 to 999 employees
20.0,,8.5,Year,2016,K02000001,,,£100 - £200,,Male,,No pension provision,,500 to 999 employees
6.0,,16.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined benefit,,500 to 999 employees
17.0,,9.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined contribution,,500 to 999 employees
12.0,,12.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group personal pension,,500 to 999 employees
,x,47.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,23.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group stakeholder pension,,500 to 999 employees
,x,30.0,Year,2016,K02000001,,,£200 - £300,,Male,,Unknown pension provision,,500 to 999 employees
19.0,,9.0,Year,2016,K02000001,,,£200 - £300,,Male,,No pension provision,,500 to 999 employees
22.0,,8.7,Year,2016,K02000001,,,£300 - £400,,Male,,Defined benefit,,500 to 999 employees
32.0,,6.9,Year,2016,K02000001,,,£300 - £400,,Male,,Defined contribution,,500 to 999 employees
29.0,,7.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group personal pension,,500 to 999 employees
,x,36.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group self-invested personal pension,,500 to 999 employees
9.0,,13.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group stakeholder pension,,500 to 999 employees
,x,24.0,Year,2016,K02000001,,,£300 - £400,,Male,,Unknown pension provision,,500 to 999 employees
33.0,,7.0,Year,2016,K02000001,,,£300 - £400,,Male,,No pension provision,,500 to 999 employees
33.0,,7.2,Year,2016,K02000001,,,£400 - £500,,Male,,Defined benefit,,500 to 999 employees
36.0,,6.8,Year,2016,K02000001,,,£400 - £500,,Male,,Defined contribution,,500 to 999 employees
38.0,,6.5,Year,2016,K02000001,,,£400 - £500,,Male,,Group personal pension,,500 to 999 employees
,x,38.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group self-invested personal pension,,500 to 999 employees
10.0,,13.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group stakeholder pension,,500 to 999 employees
,x,24.0,Year,2016,K02000001,,,£400 - £500,,Male,,Unknown pension provision,,500 to 999 employees
24.0,,8.4,Year,2016,K02000001,,,£400 - £500,,Male,,No pension provision,,500 to 999 employees
24.0,,8.7,Year,2016,K02000001,,,£500 - £600,,Male,,Defined benefit,,500 to 999 employees
30.0,,7.6,Year,2016,K02000001,,,£500 - £600,,Male,,Defined contribution,,500 to 999 employees
35.0,,7.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group personal pension,,500 to 999 employees
,x,28.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group self-invested personal pension,,500 to 999 employees
12.0,,12.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group stakeholder pension,,500 to 999 employees
,x,36.0,Year,2016,K02000001,,,£500 - £600,,Male,,Unknown pension provision,,500 to 999 employees
15.0,,11.0,Year,2016,K02000001,,,£500 - £600,,Male,,No pension provision,,500 to 999 employees
103.0,,4.3,Year,2016,K02000001,,,£600 and over,,Male,,Defined benefit,,500 to 999 employees
94.0,,4.5,Year,2016,K02000001,,,£600 and over,,Male,,Defined contribution,,500 to 999 employees
127.0,,3.9,Year,2016,K02000001,,,£600 and over,,Male,,Group personal pension,,500 to 999 employees
6.0,,19.0,Year,2016,K02000001,,,£600 and over,,Male,,Group self-invested personal pension,,500 to 999 employees
30.0,,8.0,Year,2016,K02000001,,,£600 and over,,Male,,Group stakeholder pension,,500 to 999 employees
9.0,,14.0,Year,2016,K02000001,,,£600 and over,,Male,,Unknown pension provision,,500 to 999 employees
34.0,,7.6,Year,2016,K02000001,,,£600 and over,,Male,,No pension provision,,500 to 999 employees
2485.0,,0.7,Year,2016,K02000001,,,"1,000 employees or more",,Male,,Defined benefit,,"1,000 employees or more"
1705.0,,0.9,Year,2016,K02000001,,,"1,000 employees or more",,Male,,Defined contribution,,"1,000 employees or more"
748.0,,1.5,Year,2016,K02000001,,,"1,000 employees or more",,Male,,Group personal pension,,"1,000 employees or more"
31.0,,7.4,Year,2016,K02000001,,,"1,000 employees or more",,Male,,Group self-invested personal pension,,"1,000 employees or more"
291.0,,2.3,Year,2016,K02000001,,,"1,000 employees or more",,Male,,Group stakeholder pension,,"1,000 employees or more"
58.0,,5.4,Year,2016,K02000001,,,"1,000 employees or more",,Male,,Unknown pension provision,,"1,000 employees or more"
1072.0,,1.1,Year,2016,K02000001,,,"1,000 employees or more",,Male,,No pension provision,,"1,000 employees or more"
19.0,,8.6,Year,2016,K02000001,,,Less than £100,,Male,,Defined benefit,,"1,000 employees or more"
29.0,,6.5,Year,2016,K02000001,,,Less than £100,,Male,,Defined contribution,,"1,000 employees or more"
4.0,,19.0,Year,2016,K02000001,,,Less than £100,,Male,,Group personal pension,,"1,000 employees or more"
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Group self-invested personal pension,,"1,000 employees or more"
,x,26.0,Year,2016,K02000001,,,Less than £100,,Male,,Group stakeholder pension,,"1,000 employees or more"
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Unknown pension provision,,"1,000 employees or more"
162.0,,2.7,Year,2016,K02000001,,,Less than £100,,Male,,No pension provision,,"1,000 employees or more"
42.0,,5.9,Year,2016,K02000001,,,£100 - £200,,Male,,Defined benefit,,"1,000 employees or more"
79.0,,3.8,Year,2016,K02000001,,,£100 - £200,,Male,,Defined contribution,,"1,000 employees or more"
11.0,,11.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group personal pension,,"1,000 employees or more"
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group self-invested personal pension,,"1,000 employees or more"
11.0,,9.6,Year,2016,K02000001,,,£100 - £200,,Male,,Group stakeholder pension,,"1,000 employees or more"
,x,22.0,Year,2016,K02000001,,,£100 - £200,,Male,,Unknown pension provision,,"1,000 employees or more"
176.0,,2.6,Year,2016,K02000001,,,£100 - £200,,Male,,No pension provision,,"1,000 employees or more"
79.0,,4.2,Year,2016,K02000001,,,£200 - £300,,Male,,Defined benefit,,"1,000 employees or more"
194.0,,2.4,Year,2016,K02000001,,,£200 - £300,,Male,,Defined contribution,,"1,000 employees or more"
42.0,,5.5,Year,2016,K02000001,,,£200 - £300,,Male,,Group personal pension,,"1,000 employees or more"
,x,31.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group self-invested personal pension,,"1,000 employees or more"
27.0,,6.5,Year,2016,K02000001,,,£200 - £300,,Male,,Group stakeholder pension,,"1,000 employees or more"
4.0,,17.0,Year,2016,K02000001,,,£200 - £300,,Male,,Unknown pension provision,,"1,000 employees or more"
162.0,,2.9,Year,2016,K02000001,,,£200 - £300,,Male,,No pension provision,,"1,000 employees or more"
228.0,,2.4,Year,2016,K02000001,,,£300 - £400,,Male,,Defined benefit,,"1,000 employees or more"
299.0,,2.1,Year,2016,K02000001,,,£300 - £400,,Male,,Defined contribution,,"1,000 employees or more"
111.0,,3.6,Year,2016,K02000001,,,£300 - £400,,Male,,Group personal pension,,"1,000 employees or more"
,x,23.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group self-invested personal pension,,"1,000 employees or more"
54.0,,4.9,Year,2016,K02000001,,,£300 - £400,,Male,,Group stakeholder pension,,"1,000 employees or more"
11.0,,12.0,Year,2016,K02000001,,,£300 - £400,,Male,,Unknown pension provision,,"1,000 employees or more"
177.0,,2.9,Year,2016,K02000001,,,£300 - £400,,Male,,No pension provision,,"1,000 employees or more"
307.0,,2.2,Year,2016,K02000001,,,£400 - £500,,Male,,Defined benefit,,"1,000 employees or more"
257.0,,2.3,Year,2016,K02000001,,,£400 - £500,,Male,,Defined contribution,,"1,000 employees or more"
115.0,,3.7,Year,2016,K02000001,,,£400 - £500,,Male,,Group personal pension,,"1,000 employees or more"
4.0,,19.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group self-invested personal pension,,"1,000 employees or more"
44.0,,5.7,Year,2016,K02000001,,,£400 - £500,,Male,,Group stakeholder pension,,"1,000 employees or more"
9.0,,14.0,Year,2016,K02000001,,,£400 - £500,,Male,,Unknown pension provision,,"1,000 employees or more"
116.0,,3.7,Year,2016,K02000001,,,£400 - £500,,Male,,No pension provision,,"1,000 employees or more"
332.0,,2.2,Year,2016,K02000001,,,£500 - £600,,Male,,Defined benefit,,"1,000 employees or more"
204.0,,2.7,Year,2016,K02000001,,,£500 - £600,,Male,,Defined contribution,,"1,000 employees or more"
101.0,,4.1,Year,2016,K02000001,,,£500 - £600,,Male,,Group personal pension,,"1,000 employees or more"
,x,21.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group self-invested personal pension,,"1,000 employees or more"
37.0,,6.5,Year,2016,K02000001,,,£500 - £600,,Male,,Group stakeholder pension,,"1,000 employees or more"
6.0,,16.0,Year,2016,K02000001,,,£500 - £600,,Male,,Unknown pension provision,,"1,000 employees or more"
88.0,,4.3,Year,2016,K02000001,,,£500 - £600,,Male,,No pension provision,,"1,000 employees or more"
1478.0,,1.0,Year,2016,K02000001,,,£600 and over,,Male,,Defined benefit,,"1,000 employees or more"
644.0,,1.6,Year,2016,K02000001,,,£600 and over,,Male,,Defined contribution,,"1,000 employees or more"
365.0,,2.2,Year,2016,K02000001,,,£600 and over,,Male,,Group personal pension,,"1,000 employees or more"
19.0,,9.9,Year,2016,K02000001,,,£600 and over,,Male,,Group self-invested personal pension,,"1,000 employees or more"
116.0,,3.9,Year,2016,K02000001,,,£600 and over,,Male,,Group stakeholder pension,,"1,000 employees or more"
25.0,,8.8,Year,2016,K02000001,,,£600 and over,,Male,,Unknown pension provision,,"1,000 employees or more"
189.0,,3.1,Year,2016,K02000001,,,£600 and over,,Male,,No pension provision,,"1,000 employees or more"
4707.0,,0.4,Year,2016,K02000001,,,Total,,Female,,Defined benefit,,All employees
2194.0,,0.7,Year,2016,K02000001,,,Total,,Female,,Defined contribution,,All employees
1496.0,,0.9,Year,2016,K02000001,,,Total,,Female,,Group personal pension,,All employees
55.0,,5.3,Year,2016,K02000001,,,Total,,Female,,Group self-invested personal pension,,All employees
478.0,,1.7,Year,2016,K02000001,,,Total,,Female,,Group stakeholder pension,,All employees
158.0,,3.1,Year,2016,K02000001,,,Total,,Female,,Unknown pension provision,,All employees
4592.0,,0.4,Year,2016,K02000001,,,Total,,Female,,No pension provision,,All employees
183.0,,2.6,Year,2016,K02000001,,,Less than £100,,Female,,Defined benefit,,All employees
82.0,,3.9,Year,2016,K02000001,,,Less than £100,,Female,,Defined contribution,,All employees
23.0,,7.7,Year,2016,K02000001,,,Less than £100,,Female,,Group personal pension,,All employees
,x,38.0,Year,2016,K02000001,,,Less than £100,,Female,,Group self-invested personal pension,,All employees
9.0,,12.0,Year,2016,K02000001,,,Less than £100,,Female,,Group stakeholder pension,,All employees
4.0,,19.0,Year,2016,K02000001,,,Less than £100,,Female,,Unknown pension provision,,All employees
971.0,,1.1,Year,2016,K02000001,,,Less than £100,,Female,,No pension provision,,All employees
444.0,,1.7,Year,2016,K02000001,,,£100 - £200,,Female,,Defined benefit,,All employees
317.0,,1.9,Year,2016,K02000001,,,£100 - £200,,Female,,Defined contribution,,All employees
113.0,,3.5,Year,2016,K02000001,,,£100 - £200,,Female,,Group personal pension,,All employees
6.0,,16.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group self-invested personal pension,,All employees
62.0,,4.4,Year,2016,K02000001,,,£100 - £200,,Female,,Group stakeholder pension,,All employees
14.0,,9.8,Year,2016,K02000001,,,£100 - £200,,Female,,Unknown pension provision,,All employees
1359.0,,0.9,Year,2016,K02000001,,,£100 - £200,,Female,,No pension provision,,All employees
669.0,,1.4,Year,2016,K02000001,,,£200 - £300,,Female,,Defined benefit,,All employees
488.0,,1.6,Year,2016,K02000001,,,£200 - £300,,Female,,Defined contribution,,All employees
215.0,,2.5,Year,2016,K02000001,,,£200 - £300,,Female,,Group personal pension,,All employees
5.0,,17.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group self-invested personal pension,,All employees
88.0,,3.8,Year,2016,K02000001,,,£200 - £300,,Female,,Group stakeholder pension,,All employees
32.0,,6.6,Year,2016,K02000001,,,£200 - £300,,Female,,Unknown pension provision,,All employees
848.0,,1.3,Year,2016,K02000001,,,£200 - £300,,Female,,No pension provision,,All employees
736.0,,1.4,Year,2016,K02000001,,,£300 - £400,,Female,,Defined benefit,,All employees
466.0,,1.7,Year,2016,K02000001,,,£300 - £400,,Female,,Defined contribution,,All employees
311.0,,2.1,Year,2016,K02000001,,,£300 - £400,,Female,,Group personal pension,,All employees
10.0,,12.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group self-invested personal pension,,All employees
97.0,,3.7,Year,2016,K02000001,,,£300 - £400,,Female,,Group stakeholder pension,,All employees
36.0,,6.3,Year,2016,K02000001,,,£300 - £400,,Female,,Unknown pension provision,,All employees
600.0,,1.5,Year,2016,K02000001,,,£300 - £400,,Female,,No pension provision,,All employees
699.0,,1.4,Year,2016,K02000001,,,£400 - £500,,Female,,Defined benefit,,All employees
284.0,,2.3,Year,2016,K02000001,,,£400 - £500,,Female,,Defined contribution,,All employees
255.0,,2.4,Year,2016,K02000001,,,£400 - £500,,Female,,Group personal pension,,All employees
8.0,,14.0,Year,2016,K02000001,,,£400 - £500,,Female,,Group self-invested personal pension,,All employees
71.0,,4.6,Year,2016,K02000001,,,£400 - £500,,Female,,Group stakeholder pension,,All employees
26.0,,7.8,Year,2016,K02000001,,,£400 - £500,,Female,,Unknown pension provision,,All employees
338.0,,2.1,Year,2016,K02000001,,,£400 - £500,,Female,,No pension provision,,All employees
548.0,,1.6,Year,2016,K02000001,,,£500 - £600,,Female,,Defined benefit,,All employees
169.0,,3.0,Year,2016,K02000001,,,£500 - £600,,Female,,Defined contribution,,All employees
169.0,,3.1,Year,2016,K02000001,,,£500 - £600,,Female,,Group personal pension,,All employees
6.0,,16.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group self-invested personal pension,,All employees
47.0,,5.8,Year,2016,K02000001,,,£500 - £600,,Female,,Group stakeholder pension,,All employees
16.0,,10.0,Year,2016,K02000001,,,£500 - £600,,Female,,Unknown pension provision,,All employees
184.0,,3.0,Year,2016,K02000001,,,£500 - £600,,Female,,No pension provision,,All employees
1428.0,,0.9,Year,2016,K02000001,,,£600 and over,,Female,,Defined benefit,,All employees
389.0,,2.0,Year,2016,K02000001,,,£600 and over,,Female,,Defined contribution,,All employees
410.0,,2.0,Year,2016,K02000001,,,£600 and over,,Female,,Group personal pension,,All employees
19.0,,9.5,Year,2016,K02000001,,,£600 and over,,Female,,Group self-invested personal pension,,All employees
104.0,,4.0,Year,2016,K02000001,,,£600 and over,,Female,,Group stakeholder pension,,All employees
30.0,,7.6,Year,2016,K02000001,,,£600 and over,,Female,,Unknown pension provision,,All employees
293.0,,2.4,Year,2016,K02000001,,,£600 and over,,Female,,No pension provision,,All employees
30.0,,7.1,Year,2016,K02000001,,,1 to 12 employees,,Female,,Defined benefit,,1 to 12 employees
70.0,,4.6,Year,2016,K02000001,,,1 to 12 employees,,Female,,Defined contribution,,1 to 12 employees
45.0,,5.9,Year,2016,K02000001,,,1 to 12 employees,,Female,,Group personal pension,,1 to 12 employees
6.0,,16.0,Year,2016,K02000001,,,1 to 12 employees,,Female,,Group self-invested personal pension,,1 to 12 employees
22.0,,8.3,Year,2016,K02000001,,,1 to 12 employees,,Female,,Group stakeholder pension,,1 to 12 employees
8.0,,14.0,Year,2016,K02000001,,,1 to 12 employees,,Female,,Unknown pension provision,,1 to 12 employees
1146.0,,1.1,Year,2016,K02000001,,,1 to 12 employees,,Female,,No pension provision,,1 to 12 employees
,x,30.0,Year,2016,K02000001,,,Less than £100,,Female,,Defined benefit,,1 to 12 employees
5.0,,16.0,Year,2016,K02000001,,,Less than £100,,Female,,Defined contribution,,1 to 12 employees
,x,45.0,Year,2016,K02000001,,,Less than £100,,Female,,Group personal pension,,1 to 12 employees
,x,58.0,Year,2016,K02000001,,,Less than £100,,Female,,Group self-invested personal pension,,1 to 12 employees
,x,45.0,Year,2016,K02000001,,,Less than £100,,Female,,Group stakeholder pension,,1 to 12 employees
,x,50.0,Year,2016,K02000001,,,Less than £100,,Female,,Unknown pension provision,,1 to 12 employees
220.0,,2.5,Year,2016,K02000001,,,Less than £100,,Female,,No pension provision,,1 to 12 employees
8.0,,13.0,Year,2016,K02000001,,,£100 - £200,,Female,,Defined benefit,,1 to 12 employees
14.0,,10.0,Year,2016,K02000001,,,£100 - £200,,Female,,Defined contribution,,1 to 12 employees
6.0,,15.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group personal pension,,1 to 12 employees
,x,30.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group self-invested personal pension,,1 to 12 employees
,x,21.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group stakeholder pension,,1 to 12 employees
,x,38.0,Year,2016,K02000001,,,£100 - £200,,Female,,Unknown pension provision,,1 to 12 employees
396.0,,1.9,Year,2016,K02000001,,,£100 - £200,,Female,,No pension provision,,1 to 12 employees
7.0,,14.0,Year,2016,K02000001,,,£200 - £300,,Female,,Defined benefit,,1 to 12 employees
18.0,,8.9,Year,2016,K02000001,,,£200 - £300,,Female,,Defined contribution,,1 to 12 employees
7.0,,14.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group personal pension,,1 to 12 employees
,x,36.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group self-invested personal pension,,1 to 12 employees
5.0,,17.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group stakeholder pension,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,£200 - £300,,Female,,Unknown pension provision,,1 to 12 employees
224.0,,2.5,Year,2016,K02000001,,,£200 - £300,,Female,,No pension provision,,1 to 12 employees
5.0,,17.0,Year,2016,K02000001,,,£300 - £400,,Female,,Defined benefit,,1 to 12 employees
13.0,,11.0,Year,2016,K02000001,,,£300 - £400,,Female,,Defined contribution,,1 to 12 employees
7.0,,14.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group personal pension,,1 to 12 employees
,x,51.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group self-invested personal pension,,1 to 12 employees
5.0,,18.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group stakeholder pension,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,£300 - £400,,Female,,Unknown pension provision,,1 to 12 employees
132.0,,3.4,Year,2016,K02000001,,,£300 - £400,,Female,,No pension provision,,1 to 12 employees
