V4_0,Time_codelist,Time,Geography_codelist,Geography,Transactions_codelist,Transactions,Flow_codelist,Flow
5556,Year,2002,K02000001,,,Indirect Funded In UK,,Acquisition
5422,Year,2003,K02000001,,,Indirect Funded In UK,,Acquisition
8076,Year,2004,K02000001,,,Indirect Funded In UK,,Acquisition
5511,Year,2005,K02000001,,,Indirect Funded In UK,,Acquisition
5498,Year,2006,K02000001,,,Indirect Funded In UK,,Acquisition
14814,Year,2007,K02000001,,,Indirect Funded In UK,,Acquisition
6688,Year,2008,K02000001,,,Indirect Funded In UK,,Acquisition
2530,Year,2009,K02000001,,,Indirect Funded In UK,,Acquisition
1166,Year,2010,K02000001,,,Indirect Funded In UK,,Acquisition
4999,Year,2011,K02000001,,,Indirect Funded In UK,,Acquisition
8094,Year,2012,K02000001,,,Indirect Funded In UK,,Acquisition
7641,Year,2014,K02000001,,,Indirect Funded In UK,,Acquisition
1323,Year,2015,K02000001,,,Indirect Funded In UK,,Acquisition
3978,Year,2016,K02000001,,,Indirect Funded In UK,,Acquisition
6136,Year,1987,K02000001,,,Direct Transactions,,Acquisition
6310,Year,1988,K02000001,,,Direct Transactions,,Acquisition
6593,Year,1989,K02000001,,,Direct Transactions,,Acquisition
7092,Year,1990,K02000001,,,Direct Transactions,,Acquisition
8037,Year,1991,K02000001,,,Direct Transactions,,Acquisition
5766,Year,1992,K02000001,,,Direct Transactions,,Acquisition
5971,Year,1993,K02000001,,,Direct Transactions,,Acquisition
7853,Year,1994,K02000001,,,Direct Transactions,,Acquisition
5174,Year,1995,K02000001,,,Direct Transactions,,Acquisition
6982,Year,1996,K02000001,,,Direct Transactions,,Acquisition
14152,Year,1997,K02000001,,,Direct Transactions,,Acquisition
43671,Year,1998,K02000001,,,Direct Transactions,,Acquisition
95209,Year,1999,K02000001,,,Direct Transactions,,Acquisition
159630,Year,2000,K02000001,,,Direct Transactions,,Acquisition
29545,Year,2001,K02000001,,,Direct Transactions,,Acquisition
17000,Year,2002,K02000001,,,Direct Transactions,,Acquisition
13043,Year,2003,K02000001,,,Direct Transactions,,Acquisition
9250,Year,2004,K02000001,,,Direct Transactions,,Acquisition
20234,Year,2005,K02000001,,,Direct Transactions,,Acquisition
28800,Year,2006,K02000001,,,Direct Transactions,,Acquisition
34880,Year,2007,K02000001,,,Direct Transactions,,Acquisition
17972,Year,2008,K02000001,,,Direct Transactions,,Acquisition
7456,Year,2009,K02000001,,,Direct Transactions,,Acquisition
10507,Year,2010,K02000001,,,Direct Transactions,,Acquisition
36912,Year,2011,K02000001,,,Direct Transactions,,Acquisition
9523,Year,2012,K02000001,,,Direct Transactions,,Acquisition
2935,Year,2013,K02000001,,,Direct Transactions,,Acquisition
6888,Year,2014,K02000001,,,Direct Transactions,,Acquisition
21604,Year,2015,K02000001,,,Direct Transactions,,Acquisition
9838,Year,2016,K02000001,,,Direct Transactions,,Acquisition
3961,Year,1987,K02000001,,,Total Value,,Disposal
3880,Year,1988,K02000001,,,Total Value,,Disposal
3659,Year,1989,K02000001,,,Total Value,,Disposal
6175,Year,1990,K02000001,,,Total Value,,Disposal
1757,Year,1991,K02000001,,,Total Value,,Disposal
3536,Year,1992,K02000001,,,Total Value,,Disposal
4779,Year,1993,K02000001,,,Total Value,,Disposal
5733,Year,1994,K02000001,,,Total Value,,Disposal
5989,Year,1995,K02000001,,,Total Value,,Disposal
7807,Year,1996,K02000001,,,Total Value,,Disposal
7348,Year,1997,K02000001,,,Total Value,,Disposal
12814,Year,1998,K02000001,,,Total Value,,Disposal
12586,Year,1999,K02000001,,,Total Value,,Disposal
29857,Year,2000,K02000001,,,Total Value,,Disposal
28494,Year,2001,K02000001,,,Total Value,,Disposal
7074,Year,2002,K02000001,,,Total Value,,Disposal
8643,Year,2003,K02000001,,,Total Value,,Disposal
5485,Year,2004,K02000001,,,Total Value,,Disposal
12668,Year,2005,K02000001,,,Total Value,,Disposal
21214,Year,2006,K02000001,,,Total Value,,Disposal
10221,Year,2007,K02000001,,,Total Value,,Disposal
12062,Year,2008,K02000001,,,Total Value,,Disposal
5101,Year,2009,K02000001,,,Total Value,,Disposal
11411,Year,2010,K02000001,,,Total Value,,Disposal
14111,Year,2011,K02000001,,,Total Value,,Disposal
5288,Year,2014,K02000001,,,Total Value,,Disposal
16852,Year,2015,K02000001,,,Total Value,,Disposal
15420,Year,2016,K02000001,,,Total Value,,Disposal
431,Quarter,1987 Q1,K02000001,,,Total Value,,Disposal
1401,Quarter,1987 Q2,K02000001,,,Total Value,,Disposal
1630,Quarter,1987 Q3,K02000001,,,Total Value,,Disposal
499,Quarter,1987 Q4,K02000001,,,Total Value,,Disposal
379,Quarter,1988 Q1,K02000001,,,Total Value,,Disposal
635,Quarter,1988 Q2,K02000001,,,Total Value,,Disposal
989,Quarter,1988 Q3,K02000001,,,Total Value,,Disposal
1877,Quarter,1988 Q4,K02000001,,,Total Value,,Disposal
593,Quarter,1989 Q1,K02000001,,,Total Value,,Disposal
1013,Quarter,1989 Q2,K02000001,,,Total Value,,Disposal
1608,Quarter,1989 Q3,K02000001,,,Total Value,,Disposal
445,Quarter,1989 Q4,K02000001,,,Total Value,,Disposal
1989,Quarter,1990 Q1,K02000001,,,Total Value,,Disposal
1223,Quarter,1990 Q2,K02000001,,,Total Value,,Disposal
1511,Quarter,1990 Q3,K02000001,,,Total Value,,Disposal
1452,Quarter,1990 Q4,K02000001,,,Total Value,,Disposal
340,Quarter,1991 Q1,K02000001,,,Total Value,,Disposal
459,Quarter,1991 Q2,K02000001,,,Total Value,,Disposal
539,Quarter,1991 Q3,K02000001,,,Total Value,,Disposal
419,Quarter,1991 Q4,K02000001,,,Total Value,,Disposal
634,Quarter,1992 Q1,K02000001,,,Total Value,,Disposal
1031,Quarter,1992 Q2,K02000001,,,Total Value,,Disposal
783,Quarter,1992 Q3,K02000001,,,Total Value,,Disposal
1088,Quarter,1992 Q4,K02000001,,,Total Value,,Disposal
1106,Quarter,1993 Q1,K02000001,,,Total Value,,Disposal
1053,Quarter,1993 Q2,K02000001,,,Total Value,,Disposal
1246,Quarter,1993 Q3,K02000001,,,Total Value,,Disposal
1374,Quarter,1993 Q4,K02000001,,,Total Value,,Disposal
1707,Quarter,1994 Q1,K02000001,,,Total Value,,Disposal
952,Quarter,1994 Q2,K02000001,,,Total Value,,Disposal
971,Quarter,1994 Q3,K02000001,,,Total Value,,Disposal
2103,Quarter,1994 Q4,K02000001,,,Total Value,,Disposal
1592,Quarter,1995 Q1,K02000001,,,Total Value,,Disposal
580,Quarter,1995 Q2,K02000001,,,Total Value,,Disposal
203,Quarter,1995 Q3,K02000001,,,Total Value,,Disposal
3614,Quarter,1995 Q4,K02000001,,,Total Value,,Disposal
1322,Quarter,1996 Q1,K02000001,,,Total Value,,Disposal
2658,Quarter,1996 Q2,K02000001,,,Total Value,,Disposal
2912,Quarter,1996 Q3,K02000001,,,Total Value,,Disposal
915,Quarter,1996 Q4,K02000001,,,Total Value,,Disposal
1732,Quarter,1997 Q1,K02000001,,,Total Value,,Disposal
1385,Quarter,1997 Q2,K02000001,,,Total Value,,Disposal
2001,Quarter,1997 Q3,K02000001,,,Total Value,,Disposal
2230,Quarter,1997 Q4,K02000001,,,Total Value,,Disposal
2055,Quarter,1998 Q1,K02000001,,,Total Value,,Disposal
6469,Quarter,1998 Q2,K02000001,,,Total Value,,Disposal
3092,Quarter,1998 Q3,K02000001,,,Total Value,,Disposal
1198,Quarter,1998 Q4,K02000001,,,Total Value,,Disposal
2188,Quarter,1999 Q1,K02000001,,,Total Value,,Disposal
6573,Quarter,1999 Q2,K02000001,,,Total Value,,Disposal
2271,Quarter,1999 Q3,K02000001,,,Total Value,,Disposal
1554,Quarter,1999 Q4,K02000001,,,Total Value,,Disposal
8290,Quarter,2000 Q1,K02000001,,,Total Value,,Disposal
2367,Quarter,2000 Q2,K02000001,,,Total Value,,Disposal
15314,Quarter,2000 Q3,K02000001,,,Total Value,,Disposal
3886,Quarter,2000 Q4,K02000001,,,Total Value,,Disposal
7601,Quarter,2001 Q1,K02000001,,,Total Value,,Disposal
7675,Quarter,2001 Q2,K02000001,,,Total Value,,Disposal
7750,Quarter,2001 Q3,K02000001,,,Total Value,,Disposal
5468,Quarter,2001 Q4,K02000001,,,Total Value,,Disposal
1014,Quarter,2002 Q1,K02000001,,,Total Value,,Disposal
1489,Quarter,2002 Q2,K02000001,,,Total Value,,Disposal
1016,Quarter,2002 Q3,K02000001,,,Total Value,,Disposal
3555,Quarter,2002 Q4,K02000001,,,Total Value,,Disposal
1130,Quarter,2003 Q1,K02000001,,,Total Value,,Disposal
1218,Quarter,2003 Q2,K02000001,,,Total Value,,Disposal
1702,Quarter,2003 Q3,K02000001,,,Total Value,,Disposal
4593,Quarter,2003 Q4,K02000001,,,Total Value,,Disposal
816,Quarter,2004 Q1,K02000001,,,Total Value,,Disposal
2353,Quarter,2004 Q2,K02000001,,,Total Value,,Disposal
1305,Quarter,2004 Q3,K02000001,,,Total Value,,Disposal
1011,Quarter,2004 Q4,K02000001,,,Total Value,,Disposal
1435,Quarter,2005 Q1,K02000001,,,Total Value,,Disposal
909,Quarter,2005 Q2,K02000001,,,Total Value,,Disposal
1136,Quarter,2005 Q3,K02000001,,,Total Value,,Disposal
9188,Quarter,2005 Q4,K02000001,,,Total Value,,Disposal
5456,Quarter,2006 Q1,K02000001,,,Total Value,,Disposal
9454,Quarter,2006 Q2,K02000001,,,Total Value,,Disposal
2836,Quarter,2006 Q3,K02000001,,,Total Value,,Disposal
3468,Quarter,2006 Q4,K02000001,,,Total Value,,Disposal
3468,Quarter,2007 Q1,K02000001,,,Total Value,,Disposal
1798,Quarter,2007 Q2,K02000001,,,Total Value,,Disposal
3887,Quarter,2007 Q3,K02000001,,,Total Value,,Disposal
1068,Quarter,2007 Q4,K02000001,,,Total Value,,Disposal
787,Quarter,2008 Q1,K02000001,,,Total Value,,Disposal
5210,Quarter,2008 Q2,K02000001,,,Total Value,,Disposal
4691,Quarter,2008 Q3,K02000001,,,Total Value,,Disposal
1374,Quarter,2008 Q4,K02000001,,,Total Value,,Disposal
1299,Quarter,2009 Q1,K02000001,,,Total Value,,Disposal
726,Quarter,2009 Q2,K02000001,,,Total Value,,Disposal
252,Quarter,2009 Q3,K02000001,,,Total Value,,Disposal
2824,Quarter,2009 Q4,K02000001,,,Total Value,,Disposal
2790,Quarter,2010 Q1,K02000001,,,Total Value,,Disposal
866,Quarter,2010 Q2,K02000001,,,Total Value,,Disposal
4189,Quarter,2010 Q3,K02000001,,,Total Value,,Disposal
3566,Quarter,2010 Q4,K02000001,,,Total Value,,Disposal
3268,Quarter,2011 Q1,K02000001,,,Total Value,,Disposal
3110,Quarter,2011 Q2,K02000001,,,Total Value,,Disposal
3620,Quarter,2011 Q3,K02000001,,,Total Value,,Disposal
4113,Quarter,2011 Q4,K02000001,,,Total Value,,Disposal
2122,Quarter,2012 Q1,K02000001,,,Total Value,,Disposal
1375,Quarter,2012 Q2,K02000001,,,Total Value,,Disposal
632,Quarter,2012 Q3,K02000001,,,Total Value,,Disposal
5546,Quarter,2013 Q1,K02000001,,,Total Value,,Disposal
3572,Quarter,2013 Q2,K02000001,,,Total Value,,Disposal
439,Quarter,2013 Q3,K02000001,,,Total Value,,Disposal
2422,Quarter,2014 Q2,K02000001,,,Total Value,,Disposal
1323,Quarter,2014 Q4,K02000001,,,Total Value,,Disposal
1113,Quarter,2015 Q3,K02000001,,,Total Value,,Disposal
8606,Quarter,2015 Q4,K02000001,,,Total Value,,Disposal
1026,Quarter,2016 Q1,K02000001,,,Total Value,,Disposal
1651,Quarter,2016 Q2,K02000001,,,Total Value,,Disposal
1719,Quarter,2017 Q1,K02000001,,,Total Value,,Disposal
1041,Quarter,2017 Q2,K02000001,,,Total Value,,Disposal
2781,Year,1987,K02000001,,,In USA,,Disposal
3139,Year,1988,K02000001,,,In USA,,Disposal
1785,Year,1989,K02000001,,,In USA,,Disposal
3986,Year,1990,K02000001,,,In USA,,Disposal
942,Year,1991,K02000001,,,In USA,,Disposal
1158,Year,1992,K02000001,,,In USA,,Disposal
2369,Year,1993,K02000001,,,In USA,,Disposal
2746,Year,1994,K02000001,,,In USA,,Disposal
4132,Year,1995,K02000001,,,In USA,,Disposal
5929,Year,1996,K02000001,,,In USA,,Disposal
1786,Year,1997,K02000001,,,In USA,,Disposal
3907,Year,1998,K02000001,,,In USA,,Disposal
6408,Year,1999,K02000001,,,In USA,,Disposal
8097,Year,2000,K02000001,,,In USA,,Disposal
11113,Year,2001,K02000001,,,In USA,,Disposal
3810,Year,2002,K02000001,,,In USA,,Disposal
2046,Year,2003,K02000001,,,In USA,,Disposal
2438,Year,2004,K02000001,,,In USA,,Disposal
7033,Year,2005,K02000001,,,In USA,,Disposal
7273,Year,2006,K02000001,,,In USA,,Disposal
4654,Year,2007,K02000001,,,In USA,,Disposal
6197,Year,2008,K02000001,,,In USA,,Disposal
1277,Year,2009,K02000001,,,In USA,,Disposal
7465,Year,2010,K02000001,,,In USA,,Disposal
4715,Year,2011,K02000001,,,In USA,,Disposal
1038,Year,2012,K02000001,,,In USA,,Disposal
3691,Year,2013,K02000001,,,In USA,,Disposal
8859,Year,2016,K02000001,,,In USA,,Disposal
613,Year,1987,K02000001,,,In EU,,Disposal
172,Year,1988,K02000001,,,In EU,,Disposal
494,Year,1989,K02000001,,,In EU,,Disposal
1479,Year,1990,K02000001,,,In EU,,Disposal
398,Year,1991,K02000001,,,In EU,,Disposal
1180,Year,1992,K02000001,,,In EU,,Disposal
860,Year,1993,K02000001,,,In EU,,Disposal
627,Year,1994,K02000001,,,In EU,,Disposal
1165,Year,1995,K02000001,,,In EU,,Disposal
933,Year,1996,K02000001,,,In EU,,Disposal
2250,Year,1997,K02000001,,,In EU,,Disposal
2779,Year,1998,K02000001,,,In EU,,Disposal
2482,Year,1999,K02000001,,,In EU,,Disposal
4896,Year,2000,K02000001,,,In EU,,Disposal
12040,Year,2001,K02000001,,,In EU,,Disposal
1823,Year,2002,K02000001,,,In EU,,Disposal
830,Year,2003,K02000001,,,In EU,,Disposal
1078,Year,2004,K02000001,,,In EU,,Disposal
2059,Year,2005,K02000001,,,In EU,,Disposal
3198,Year,2006,K02000001,,,In EU,,Disposal
3583,Year,2007,K02000001,,,In EU,,Disposal
3598,Year,2008,K02000001,,,In EU,,Disposal
2134,Year,2009,K02000001,,,In EU,,Disposal
1529,Year,2010,K02000001,,,In EU,,Disposal
4857,Year,2011,K02000001,,,In EU,,Disposal
1589,Year,2013,K02000001,,,In EU,,Disposal
6270,Year,2015,K02000001,,,In EU,,Disposal
12058,Year,1987,K02000001,,,Total Value,,Acquisition
17300,Year,1988,K02000001,,,Total Value,,Acquisition
22622,Year,1989,K02000001,,,Total Value,,Acquisition
12952,Year,1990,K02000001,,,Total Value,,Acquisition
9688,Year,1991,K02000001,,,Total Value,,Acquisition
7264,Year,1992,K02000001,,,Total Value,,Acquisition
9213,Year,1993,K02000001,,,Total Value,,Acquisition
15164,Year,1994,K02000001,,,Total Value,,Acquisition
11967,Year,1995,K02000001,,,Total Value,,Acquisition
13377,Year,1996,K02000001,,,Total Value,,Acquisition
19176,Year,1997,K02000001,,,Total Value,,Acquisition
54917,Year,1998,K02000001,,,Total Value,,Acquisition
111193,Year,1999,K02000001,,,Total Value,,Acquisition
181285,Year,2000,K02000001,,,Total Value,,Acquisition
41473,Year,2001,K02000001,,,Total Value,,Acquisition
26626,Year,2002,K02000001,,,Total Value,,Acquisition
20756,Year,2003,K02000001,,,Total Value,,Acquisition
18709,Year,2004,K02000001,,,Total Value,,Acquisition
32732,Year,2005,K02000001,,,Total Value,,Acquisition
37412,Year,2006,K02000001,,,Total Value,,Acquisition
57814,Year,2007,K02000001,,,Total Value,,Acquisition
29670,Year,2008,K02000001,,,Total Value,,Acquisition
10148,Year,2009,K02000001,,,Total Value,,Acquisition
12414,Year,2010,K02000001,,,Total Value,,Acquisition
50234,Year,2011,K02000001,,,Total Value,,Acquisition
17933,Year,2012,K02000001,,,Total Value,,Acquisition
20647,Year,2014,K02000001,,,Total Value,,Acquisition
25561,Year,2015,K02000001,,,Total Value,,Acquisition
17292,Year,2016,K02000001,,,Total Value,,Acquisition
1699,Quarter,1987 Q1,K02000001,,,Total Value,,Acquisition
1717,Quarter,1987 Q2,K02000001,,,Total Value,,Acquisition
5144,Quarter,1987 Q3,K02000001,,,Total Value,,Acquisition
3498,Quarter,1987 Q4,K02000001,,,Total Value,,Acquisition
2240,Quarter,1988 Q1,K02000001,,,Total Value,,Acquisition
4515,Quarter,1988 Q2,K02000001,,,Total Value,,Acquisition
2439,Quarter,1988 Q3,K02000001,,,Total Value,,Acquisition
8106,Quarter,1988 Q4,K02000001,,,Total Value,,Acquisition
5553,Quarter,1989 Q1,K02000001,,,Total Value,,Acquisition
6146,Quarter,1989 Q2,K02000001,,,Total Value,,Acquisition
8431,Quarter,1989 Q3,K02000001,,,Total Value,,Acquisition
2492,Quarter,1989 Q4,K02000001,,,Total Value,,Acquisition
2752,Quarter,1990 Q1,K02000001,,,Total Value,,Acquisition
2660,Quarter,1990 Q2,K02000001,,,Total Value,,Acquisition
3251,Quarter,1990 Q3,K02000001,,,Total Value,,Acquisition
4289,Quarter,1990 Q4,K02000001,,,Total Value,,Acquisition
1859,Quarter,1991 Q1,K02000001,,,Total Value,,Acquisition
2361,Quarter,1991 Q2,K02000001,,,Total Value,,Acquisition
3191,Quarter,1991 Q3,K02000001,,,Total Value,,Acquisition
2277,Quarter,1991 Q4,K02000001,,,Total Value,,Acquisition
1807,Quarter,1992 Q1,K02000001,,,Total Value,,Acquisition
2141,Quarter,1992 Q2,K02000001,,,Total Value,,Acquisition
1369,Quarter,1992 Q3,K02000001,,,Total Value,,Acquisition
1947,Quarter,1992 Q4,K02000001,,,Total Value,,Acquisition
1582,Quarter,1993 Q1,K02000001,,,Total Value,,Acquisition
3945,Quarter,1993 Q2,K02000001,,,Total Value,,Acquisition
1541,Quarter,1993 Q3,K02000001,,,Total Value,,Acquisition
2145,Quarter,1993 Q4,K02000001,,,Total Value,,Acquisition
1204,Quarter,1994 Q1,K02000001,,,Total Value,,Acquisition
4903,Quarter,1994 Q2,K02000001,,,Total Value,,Acquisition
3535,Quarter,1994 Q3,K02000001,,,Total Value,,Acquisition
5522,Quarter,1994 Q4,K02000001,,,Total Value,,Acquisition
4075,Quarter,1995 Q1,K02000001,,,Total Value,,Acquisition
3544,Quarter,1995 Q2,K02000001,,,Total Value,,Acquisition
1924,Quarter,1995 Q3,K02000001,,,Total Value,,Acquisition
2424,Quarter,1995 Q4,K02000001,,,Total Value,,Acquisition
1961,Quarter,1996 Q1,K02000001,,,Total Value,,Acquisition
4539,Quarter,1996 Q2,K02000001,,,Total Value,,Acquisition
2937,Quarter,1996 Q3,K02000001,,,Total Value,,Acquisition
3940,Quarter,1996 Q4,K02000001,,,Total Value,,Acquisition
3869,Quarter,1997 Q1,K02000001,,,Total Value,,Acquisition
2616,Quarter,1997 Q2,K02000001,,,Total Value,,Acquisition
6411,Quarter,1997 Q3,K02000001,,,Total Value,,Acquisition
6280,Quarter,1997 Q4,K02000001,,,Total Value,,Acquisition
4842,Quarter,1998 Q1,K02000001,,,Total Value,,Acquisition
6048,Quarter,1998 Q2,K02000001,,,Total Value,,Acquisition
5589,Quarter,1998 Q3,K02000001,,,Total Value,,Acquisition
38438,Quarter,1998 Q4,K02000001,,,Total Value,,Acquisition
4021,Quarter,1999 Q1,K02000001,,,Total Value,,Acquisition
81224,Quarter,1999 Q2,K02000001,,,Total Value,,Acquisition
6725,Quarter,1999 Q3,K02000001,,,Total Value,,Acquisition
19223,Quarter,1999 Q4,K02000001,,,Total Value,,Acquisition
13401,Quarter,2000 Q1,K02000001,,,Total Value,,Acquisition
129390,Quarter,2000 Q2,K02000001,,,Total Value,,Acquisition
19749,Quarter,2000 Q3,K02000001,,,Total Value,,Acquisition
18745,Quarter,2000 Q4,K02000001,,,Total Value,,Acquisition
13473,Quarter,2001 Q1,K02000001,,,Total Value,,Acquisition
12208,Quarter,2001 Q2,K02000001,,,Total Value,,Acquisition
7555,Quarter,2001 Q3,K02000001,,,Total Value,,Acquisition
8237,Quarter,2001 Q4,K02000001,,,Total Value,,Acquisition
8826,Quarter,2002 Q1,K02000001,,,Total Value,,Acquisition
8285,Quarter,2002 Q2,K02000001,,,Total Value,,Acquisition
6020,Quarter,2002 Q3,K02000001,,,Total Value,,Acquisition
3495,Quarter,2002 Q4,K02000001,,,Total Value,,Acquisition
12597,Quarter,2003 Q1,K02000001,,,Total Value,,Acquisition
2030,Quarter,2003 Q2,K02000001,,,Total Value,,Acquisition
2612,Quarter,2003 Q3,K02000001,,,Total Value,,Acquisition
3517,Quarter,2003 Q4,K02000001,,,Total Value,,Acquisition
2302,Quarter,2004 Q1,K02000001,,,Total Value,,Acquisition
3279,Quarter,2004 Q2,K02000001,,,Total Value,,Acquisition
9781,Quarter,2004 Q3,K02000001,,,Total Value,,Acquisition
3347,Quarter,2004 Q4,K02000001,,,Total Value,,Acquisition
3601,Quarter,2005 Q1,K02000001,,,Total Value,,Acquisition
7762,Quarter,2005 Q2,K02000001,,,Total Value,,Acquisition
7600,Quarter,2005 Q3,K02000001,,,Total Value,,Acquisition
13769,Quarter,2005 Q4,K02000001,,,Total Value,,Acquisition
7629,Quarter,2006 Q1,K02000001,,,Total Value,,Acquisition
6517,Quarter,2006 Q2,K02000001,,,Total Value,,Acquisition
15171,Quarter,2006 Q3,K02000001,,,Total Value,,Acquisition
8095,Quarter,2006 Q4,K02000001,,,Total Value,,Acquisition
4506,Quarter,2007 Q1,K02000001,,,Total Value,,Acquisition
17617,Quarter,2007 Q2,K02000001,,,Total Value,,Acquisition
9873,Quarter,2007 Q3,K02000001,,,Total Value,,Acquisition
25818,Quarter,2007 Q4,K02000001,,,Total Value,,Acquisition
15946,Quarter,2008 Q1,K02000001,,,Total Value,,Acquisition
5729,Quarter,2008 Q2,K02000001,,,Total Value,,Acquisition
4247,Quarter,2008 Q3,K02000001,,,Total Value,,Acquisition
3748,Quarter,2008 Q4,K02000001,,,Total Value,,Acquisition
3744,Quarter,2009 Q1,K02000001,,,Total Value,,Acquisition
2811,Quarter,2009 Q2,K02000001,,,Total Value,,Acquisition
2574,Quarter,2009 Q3,K02000001,,,Total Value,,Acquisition
1019,Quarter,2009 Q4,K02000001,,,Total Value,,Acquisition
1027,Quarter,2010 Q1,K02000001,,,Total Value,,Acquisition
2293,Quarter,2010 Q2,K02000001,,,Total Value,,Acquisition
5308,Quarter,2010 Q3,K02000001,,,Total Value,,Acquisition
3786,Quarter,2010 Q4,K02000001,,,Total Value,,Acquisition
19848,Quarter,2011 Q1,K02000001,,,Total Value,,Acquisition
10982,Quarter,2011 Q2,K02000001,,,Total Value,,Acquisition
6816,Quarter,2011 Q3,K02000001,,,Total Value,,Acquisition
12588,Quarter,2011 Q4,K02000001,,,Total Value,,Acquisition
772,Quarter,2012 Q1,K02000001,,,Total Value,,Acquisition
6243,Quarter,2012 Q2,K02000001,,,Total Value,,Acquisition
8231,Quarter,2012 Q3,K02000001,,,Total Value,,Acquisition
2687,Quarter,2012 Q4,K02000001,,,Total Value,,Acquisition
1977,Quarter,2013 Q1,K02000001,,,Total Value,,Acquisition
1045,Quarter,2013 Q2,K02000001,,,Total Value,,Acquisition
474,Quarter,2013 Q3,K02000001,,,Total Value,,Acquisition
1944,Quarter,2014 Q1,K02000001,,,Total Value,,Acquisition
2481,Quarter,2014 Q2,K02000001,,,Total Value,,Acquisition
4470,Quarter,2014 Q3,K02000001,,,Total Value,,Acquisition
11752,Quarter,2014 Q4,K02000001,,,Total Value,,Acquisition
9391,Quarter,2015 Q1,K02000001,,,Total Value,,Acquisition
11058,Quarter,2015 Q2,K02000001,,,Total Value,,Acquisition
2103,Quarter,2015 Q3,K02000001,,,Total Value,,Acquisition
3009,Quarter,2015 Q4,K02000001,,,Total Value,,Acquisition
8774,Quarter,2016 Q1,K02000001,,,Total Value,,Acquisition
1975,Quarter,2016 Q2,K02000001,,,Total Value,,Acquisition
3094,Quarter,2016 Q3,K02000001,,,Total Value,,Acquisition
3449,Quarter,2016 Q4,K02000001,,,Total Value,,Acquisition
2137,Quarter,2017 Q1,K02000001,,,Total Value,,Acquisition
18296,Quarter,2017 Q2,K02000001,,,Total Value,,Acquisition
